internal_specimen_id,external_specimen_id,result_time,test_type,result_value
6515,10321,2023-06-12 08:00:00,FRDST,549
6515,10321,2023-06-12 08:00:00,SNKVM,449
6515,10321,2023-06-12 08:00:00,MGBRY,81
6516,10322,2023-06-12 08:00:00,FRDST,588
6516,10322,2023-06-12 08:00:00,SNKVM,63
6516,10322,2023-06-12 08:00:00,MGBRY,85
6517,10324,2023-06-12 08:00:00,FRDST,1002
6517,10324,2023-06-12 08:00:00,SNKVM,893
6517,10324,2023-06-12 08:00:00,MGBRY,432
6518,10325,2023-06-12 08:00:00,FRDST,764
6518,10325,2023-06-12 08:00:00,SNKVM,323
6518,10325,2023-06-12 08:00:00,MGBRY,85
6519,10328,2023-06-12 08:00:00,FRDST,125
6519,10328,2023-06-12 08:00:00,SNKVM,578
6519,10328,2023-06-12 08:00:00,MGBRY,405
6520,10329,2023-06-12 08:00:00,FRDST,705
6520,10329,2023-06-12 08:00:00,SNKVM,919
6520,10329,2023-06-12 08:00:00,MGBRY,795
6521,10330,2023-06-12 08:00:00,FRDST,627
6521,10330,2023-06-12 08:00:00,SNKVM,642
6521,10330,2023-06-12 08:00:00,MGBRY,1187
6522,10332,2023-06-12 08:00:00,FRDST,773
6522,10332,2023-06-12 08:00:00,SNKVM,262
6522,10332,2023-06-12 08:00:00,MGBRY,886
6523,10333,2023-06-12 08:00:00,FRDST,58
6523,10333,2023-06-12 08:00:00,SNKVM,1072
6523,10333,2023-06-12 08:00:00,MGBRY,682
6524,10334,2023-06-12 08:00:00,FRDST,678
6524,10334,2023-06-12 08:00:00,SNKVM,1186
6524,10334,2023-06-12 08:00:00,MGBRY,927
6525,10335,2023-06-12 08:00:00,FRDST,507
6525,10335,2023-06-12 08:00:00,SNKVM,613
6525,10335,2023-06-12 08:00:00,MGBRY,1089
6526,10337,2023-06-12 08:00:00,FRDST,789
6526,10337,2023-06-12 08:00:00,SNKVM,222
6526,10337,2023-06-12 08:00:00,MGBRY,694
6527,10339,2023-06-12 08:00:00,FRDST,570
6527,10339,2023-06-12 08:00:00,SNKVM,532
6527,10339,2023-06-12 08:00:00,MGBRY,614
6528,10340,2023-06-12 08:00:00,FRDST,135
6528,10340,2023-06-12 08:00:00,SNKVM,1001
6528,10340,2023-06-12 08:00:00,MGBRY,1060
6529,10341,2023-06-12 08:00:00,FRDST,322
6529,10341,2023-06-12 08:00:00,SNKVM,832
6529,10341,2023-06-12 08:00:00,MGBRY,581
6530,10342,2023-06-12 08:00:00,FRDST,1095
6530,10342,2023-06-12 08:00:00,SNKVM,225
6530,10342,2023-06-12 08:00:00,MGBRY,232
6531,10343,2023-06-12 08:00:00,FRDST,461
6531,10343,2023-06-12 08:00:00,SNKVM,1067
6531,10343,2023-06-12 08:00:00,MGBRY,1098
6532,10344,2023-06-12 08:00:00,FRDST,209
6532,10344,2023-06-12 08:00:00,SNKVM,96
6532,10344,2023-06-12 08:00:00,MGBRY,624
6533,10347,2023-06-12 08:00:00,FRDST,593
6533,10347,2023-06-12 08:00:00,SNKVM,681
6533,10347,2023-06-12 08:00:00,MGBRY,710
6534,10350,2023-06-12 08:00:00,FRDST,355
6534,10350,2023-06-12 08:00:00,SNKVM,845
6534,10350,2023-06-12 08:00:00,MGBRY,583
6535,10356,2023-06-12 08:00:00,FRDST,699
6535,10356,2023-06-12 08:00:00,SNKVM,1158
6535,10356,2023-06-12 08:00:00,MGBRY,1045
6536,10360,2023-06-12 08:00:00,FRDST,548
6536,10360,2023-06-12 08:00:00,SNKVM,138
6536,10360,2023-06-12 08:00:00,MGBRY,540
6537,10363,2023-06-12 08:00:00,FRDST,880
6537,10363,2023-06-12 08:00:00,SNKVM,54
6537,10363,2023-06-12 08:00:00,MGBRY,472
6538,10367,2023-06-12 08:00:00,FRDST,381
6538,10367,2023-06-12 08:00:00,SNKVM,762
6538,10367,2023-06-12 08:00:00,MGBRY,913
6539,10368,2023-06-12 08:00:00,FRDST,832
6539,10368,2023-06-12 08:00:00,SNKVM,1056
6539,10368,2023-06-12 08:00:00,MGBRY,929
6540,10373,2023-06-12 08:00:00,FRDST,1159
6540,10373,2023-06-12 08:00:00,SNKVM,779
6540,10373,2023-06-12 08:00:00,MGBRY,1027
6541,10374,2023-06-12 08:00:00,FRDST,433
6541,10374,2023-06-12 08:00:00,SNKVM,191
6541,10374,2023-06-12 08:00:00,MGBRY,366
6542,10379,2023-06-12 08:00:00,FRDST,1174
6542,10379,2023-06-12 08:00:00,SNKVM,267
6542,10379,2023-06-12 08:00:00,MGBRY,904
6543,10384,2023-06-12 08:00:00,FRDST,932
6543,10384,2023-06-12 08:00:00,SNKVM,1173
6543,10384,2023-06-12 08:00:00,MGBRY,394
6544,10386,2023-06-12 08:00:00,FRDST,904
6544,10386,2023-06-12 08:00:00,SNKVM,979
6544,10386,2023-06-12 08:00:00,MGBRY,598
6545,10388,2023-06-12 08:00:00,FRDST,447
6545,10388,2023-06-12 08:00:00,SNKVM,289
6545,10388,2023-06-12 08:00:00,MGBRY,1062
6546,10389,2023-06-12 08:00:00,FRDST,719
6546,10389,2023-06-12 08:00:00,SNKVM,912
6546,10389,2023-06-12 08:00:00,MGBRY,547
6547,10390,2023-06-12 08:00:00,FRDST,1165
6547,10390,2023-06-12 08:00:00,SNKVM,894
6547,10390,2023-06-12 08:00:00,MGBRY,462
6548,10395,2023-06-12 08:00:00,FRDST,985
6548,10395,2023-06-12 08:00:00,SNKVM,422
6548,10395,2023-06-12 08:00:00,MGBRY,623
6549,10396,2023-06-12 08:00:00,FRDST,699
6549,10396,2023-06-12 08:00:00,SNKVM,1057
6549,10396,2023-06-12 08:00:00,MGBRY,155
6550,10398,2023-06-12 08:00:00,FRDST,1144
6550,10398,2023-06-12 08:00:00,SNKVM,1077
6550,10398,2023-06-12 08:00:00,MGBRY,646
6551,10399,2023-06-12 08:00:00,FRDST,614
6551,10399,2023-06-12 08:00:00,SNKVM,1018
6551,10399,2023-06-12 08:00:00,MGBRY,262
6552,10402,2023-06-12 08:00:00,FRDST,896
6552,10402,2023-06-12 08:00:00,SNKVM,67
6552,10402,2023-06-12 08:00:00,MGBRY,548
6553,10406,2023-06-12 08:00:00,FRDST,123
6553,10406,2023-06-12 08:00:00,SNKVM,311
6553,10406,2023-06-12 08:00:00,MGBRY,1174
6554,10407,2023-06-12 08:00:00,FRDST,848
6554,10407,2023-06-12 08:00:00,SNKVM,413
6554,10407,2023-06-12 08:00:00,MGBRY,780
6555,10409,2023-06-12 08:00:00,FRDST,208
6555,10409,2023-06-12 08:00:00,SNKVM,767
6555,10409,2023-06-12 08:00:00,MGBRY,757
6556,10411,2023-06-12 08:00:00,FRDST,797
6556,10411,2023-06-12 08:00:00,SNKVM,477
6556,10411,2023-06-12 08:00:00,MGBRY,735
6557,10412,2023-06-12 08:00:00,FRDST,822
6557,10412,2023-06-12 08:00:00,SNKVM,1088
6557,10412,2023-06-12 08:00:00,MGBRY,1121
6558,10415,2023-06-12 08:00:00,FRDST,629
6558,10415,2023-06-12 08:00:00,SNKVM,1013
6558,10415,2023-06-12 08:00:00,MGBRY,726
6559,10416,2023-06-12 08:00:00,FRDST,208
6559,10416,2023-06-12 08:00:00,SNKVM,219
6559,10416,2023-06-12 08:00:00,MGBRY,361
6560,10422,2023-06-12 08:00:00,FRDST,705
6560,10422,2023-06-12 08:00:00,SNKVM,370
6560,10422,2023-06-12 08:00:00,MGBRY,796
6561,10423,2023-06-12 08:00:00,FRDST,83
6561,10423,2023-06-12 08:00:00,SNKVM,817
6561,10423,2023-06-12 08:00:00,MGBRY,1088
6562,10426,2023-06-12 08:00:00,FRDST,979
6562,10426,2023-06-12 08:00:00,SNKVM,776
6562,10426,2023-06-12 08:00:00,MGBRY,403
6563,10428,2023-06-12 08:00:00,FRDST,51
6563,10428,2023-06-12 08:00:00,SNKVM,304
6563,10428,2023-06-12 08:00:00,MGBRY,1098
6564,10429,2023-06-12 08:00:00,FRDST,743
6564,10429,2023-06-12 08:00:00,SNKVM,654
6564,10429,2023-06-12 08:00:00,MGBRY,444
6565,10432,2023-06-12 16:00:00,FRDST,892
6565,10432,2023-06-12 16:00:00,SNKVM,1089
6565,10432,2023-06-12 16:00:00,MGBRY,293
6566,10433,2023-06-12 16:00:00,FRDST,192
6566,10433,2023-06-12 16:00:00,SNKVM,539
6566,10433,2023-06-12 16:00:00,MGBRY,604
6567,10434,2023-06-12 16:00:00,FRDST,735
6567,10434,2023-06-12 16:00:00,SNKVM,581
6567,10434,2023-06-12 16:00:00,MGBRY,306
6568,10436,2023-06-12 16:00:00,FRDST,375
6568,10436,2023-06-12 16:00:00,SNKVM,343
6568,10436,2023-06-12 16:00:00,MGBRY,213
6569,10440,2023-06-12 16:00:00,FRDST,788
6569,10440,2023-06-12 16:00:00,SNKVM,151
6569,10440,2023-06-12 16:00:00,MGBRY,1049
6570,10441,2023-06-12 16:00:00,FRDST,472
6570,10441,2023-06-12 16:00:00,SNKVM,381
6570,10441,2023-06-12 16:00:00,MGBRY,166
6571,10443,2023-06-12 16:00:00,FRDST,989
6571,10443,2023-06-12 16:00:00,SNKVM,492
6571,10443,2023-06-12 16:00:00,MGBRY,628
6572,10445,2023-06-12 16:00:00,FRDST,527
6572,10445,2023-06-12 16:00:00,SNKVM,781
6572,10445,2023-06-12 16:00:00,MGBRY,825
6573,10447,2023-06-12 16:00:00,FRDST,484
6573,10447,2023-06-12 16:00:00,SNKVM,109
6573,10447,2023-06-12 16:00:00,MGBRY,1030
6574,10448,2023-06-12 16:00:00,FRDST,136
6574,10448,2023-06-12 16:00:00,SNKVM,1019
6574,10448,2023-06-12 16:00:00,MGBRY,275
6575,10449,2023-06-12 16:00:00,FRDST,904
6575,10449,2023-06-12 16:00:00,SNKVM,848
6575,10449,2023-06-12 16:00:00,MGBRY,1003
6576,10450,2023-06-12 16:00:00,FRDST,531
6576,10450,2023-06-12 16:00:00,SNKVM,244
6576,10450,2023-06-12 16:00:00,MGBRY,554
6577,10451,2023-06-12 16:00:00,FRDST,77
6577,10451,2023-06-12 16:00:00,SNKVM,596
6577,10451,2023-06-12 16:00:00,MGBRY,721
6578,10454,2023-06-12 16:00:00,FRDST,1105
6578,10454,2023-06-12 16:00:00,SNKVM,320
6578,10454,2023-06-12 16:00:00,MGBRY,79
6579,10455,2023-06-12 16:00:00,FRDST,417
6579,10455,2023-06-12 16:00:00,SNKVM,793
6579,10455,2023-06-12 16:00:00,MGBRY,1115
6580,10460,2023-06-12 16:00:00,FRDST,102
6580,10460,2023-06-12 16:00:00,SNKVM,464
6580,10460,2023-06-12 16:00:00,MGBRY,492
6581,10461,2023-06-12 16:00:00,FRDST,1138
6581,10461,2023-06-12 16:00:00,SNKVM,912
6581,10461,2023-06-12 16:00:00,MGBRY,181
6582,10462,2023-06-12 16:00:00,FRDST,856
6582,10462,2023-06-12 16:00:00,SNKVM,757
6582,10462,2023-06-12 16:00:00,MGBRY,961
6583,10464,2023-06-12 16:00:00,FRDST,496
6583,10464,2023-06-12 16:00:00,SNKVM,1128
6583,10464,2023-06-12 16:00:00,MGBRY,681
6584,10465,2023-06-12 16:00:00,FRDST,174
6584,10465,2023-06-12 16:00:00,SNKVM,588
6584,10465,2023-06-12 16:00:00,MGBRY,898
6585,10473,2023-06-12 16:00:00,FRDST,305
6585,10473,2023-06-12 16:00:00,SNKVM,270
6585,10473,2023-06-12 16:00:00,MGBRY,923
6586,10474,2023-06-12 16:00:00,FRDST,945
6586,10474,2023-06-12 16:00:00,SNKVM,279
6586,10474,2023-06-12 16:00:00,MGBRY,81
6587,10475,2023-06-12 16:00:00,FRDST,648
6587,10475,2023-06-12 16:00:00,SNKVM,505
6587,10475,2023-06-12 16:00:00,MGBRY,327
6588,10480,2023-06-12 16:00:00,FRDST,628
6588,10480,2023-06-12 16:00:00,SNKVM,522
6588,10480,2023-06-12 16:00:00,MGBRY,1188
6589,10484,2023-06-12 16:00:00,FRDST,572
6589,10484,2023-06-12 16:00:00,SNKVM,984
6589,10484,2023-06-12 16:00:00,MGBRY,686
6590,10486,2023-06-12 16:00:00,FRDST,357
6590,10486,2023-06-12 16:00:00,SNKVM,595
6590,10486,2023-06-12 16:00:00,MGBRY,1005
6591,10489,2023-06-12 16:00:00,FRDST,485
6591,10489,2023-06-12 16:00:00,SNKVM,559
6591,10489,2023-06-12 16:00:00,MGBRY,596
6592,10493,2023-06-12 16:00:00,FRDST,732
6592,10493,2023-06-12 16:00:00,SNKVM,1149
6592,10493,2023-06-12 16:00:00,MGBRY,462
6593,10496,2023-06-12 16:00:00,FRDST,1186
6593,10496,2023-06-12 16:00:00,SNKVM,465
6593,10496,2023-06-12 16:00:00,MGBRY,1017
6594,10497,2023-06-12 16:00:00,FRDST,933
6594,10497,2023-06-12 16:00:00,SNKVM,108
6594,10497,2023-06-12 16:00:00,MGBRY,301
6595,10499,2023-06-12 16:00:00,FRDST,1014
6595,10499,2023-06-12 16:00:00,SNKVM,959
6595,10499,2023-06-12 16:00:00,MGBRY,857
6596,10501,2023-06-12 16:00:00,FRDST,360
6596,10501,2023-06-12 16:00:00,SNKVM,1110
6596,10501,2023-06-12 16:00:00,MGBRY,381
6597,10503,2023-06-12 16:00:00,FRDST,154
6597,10503,2023-06-12 16:00:00,SNKVM,904
6597,10503,2023-06-12 16:00:00,MGBRY,105
6598,10504,2023-06-12 16:00:00,FRDST,607
6598,10504,2023-06-12 16:00:00,SNKVM,86
6598,10504,2023-06-12 16:00:00,MGBRY,125
6599,10507,2023-06-12 16:00:00,FRDST,534
6599,10507,2023-06-12 16:00:00,SNKVM,87
6599,10507,2023-06-12 16:00:00,MGBRY,954
6600,10508,2023-06-12 16:00:00,FRDST,360
6600,10508,2023-06-12 16:00:00,SNKVM,1135
6600,10508,2023-06-12 16:00:00,MGBRY,368
6601,10509,2023-06-12 16:00:00,FRDST,354
6601,10509,2023-06-12 16:00:00,SNKVM,666
6601,10509,2023-06-12 16:00:00,MGBRY,282
6602,10510,2023-06-12 16:00:00,FRDST,1029
6602,10510,2023-06-12 16:00:00,SNKVM,490
6602,10510,2023-06-12 16:00:00,MGBRY,664
6603,10514,2023-06-12 16:00:00,FRDST,430
6603,10514,2023-06-12 16:00:00,SNKVM,896
6603,10514,2023-06-12 16:00:00,MGBRY,231
6604,10515,2023-06-12 16:00:00,FRDST,842
6604,10515,2023-06-12 16:00:00,SNKVM,488
6604,10515,2023-06-12 16:00:00,MGBRY,191
6605,10518,2023-06-12 16:00:00,FRDST,614
6605,10518,2023-06-12 16:00:00,SNKVM,1194
6605,10518,2023-06-12 16:00:00,MGBRY,985
6606,10520,2023-06-12 16:00:00,FRDST,639
6606,10520,2023-06-12 16:00:00,SNKVM,442
6606,10520,2023-06-12 16:00:00,MGBRY,697
6607,10523,2023-06-12 16:00:00,FRDST,306
6607,10523,2023-06-12 16:00:00,SNKVM,1011
6607,10523,2023-06-12 16:00:00,MGBRY,530
6608,10524,2023-06-12 16:00:00,FRDST,254
6608,10524,2023-06-12 16:00:00,SNKVM,279
6608,10524,2023-06-12 16:00:00,MGBRY,745
6609,10536,2023-06-12 16:00:00,FRDST,750
6609,10536,2023-06-12 16:00:00,SNKVM,474
6609,10536,2023-06-12 16:00:00,MGBRY,646
6610,10537,2023-06-12 16:00:00,FRDST,616
6610,10537,2023-06-12 16:00:00,SNKVM,293
6610,10537,2023-06-12 16:00:00,MGBRY,308
6611,10538,2023-06-12 16:00:00,FRDST,846
6611,10538,2023-06-12 16:00:00,SNKVM,476
6611,10538,2023-06-12 16:00:00,MGBRY,1010
6612,10539,2023-06-12 16:00:00,FRDST,454
6612,10539,2023-06-12 16:00:00,SNKVM,283
6612,10539,2023-06-12 16:00:00,MGBRY,913
6613,10540,2023-06-12 16:00:00,FRDST,973
6613,10540,2023-06-12 16:00:00,SNKVM,987
6613,10540,2023-06-12 16:00:00,MGBRY,180
6614,10543,2023-06-12 16:00:00,FRDST,808
6614,10543,2023-06-12 16:00:00,SNKVM,942
6614,10543,2023-06-12 16:00:00,MGBRY,646
6615,10545,2023-06-12 16:00:00,FRDST,345
6615,10545,2023-06-12 16:00:00,SNKVM,1015
6615,10545,2023-06-12 16:00:00,MGBRY,353
6616,10546,2023-06-12 16:00:00,FRDST,1105
6616,10546,2023-06-12 16:00:00,SNKVM,436
6616,10546,2023-06-12 16:00:00,MGBRY,1127
6617,10549,2023-06-12 16:00:00,FRDST,820
6617,10549,2023-06-12 16:00:00,SNKVM,267
6617,10549,2023-06-12 16:00:00,MGBRY,97
6618,10550,2023-06-12 16:00:00,FRDST,794
6618,10550,2023-06-12 16:00:00,SNKVM,999
6618,10550,2023-06-12 16:00:00,MGBRY,506
6619,10552,2023-06-12 16:00:00,FRDST,1152
6619,10552,2023-06-12 16:00:00,SNKVM,619
6619,10552,2023-06-12 16:00:00,MGBRY,127
6620,10554,2023-06-12 16:00:00,FRDST,848
6620,10554,2023-06-12 16:00:00,SNKVM,1179
6620,10554,2023-06-12 16:00:00,MGBRY,678
6621,10557,2023-06-12 16:00:00,FRDST,373
6621,10557,2023-06-12 16:00:00,SNKVM,558
6621,10557,2023-06-12 16:00:00,MGBRY,972
6622,10559,2023-06-12 16:00:00,FRDST,1178
6622,10559,2023-06-12 16:00:00,SNKVM,692
6622,10559,2023-06-12 16:00:00,MGBRY,992
6623,10561,2023-06-12 16:00:00,FRDST,95
6623,10561,2023-06-12 16:00:00,SNKVM,910
6623,10561,2023-06-12 16:00:00,MGBRY,1117
6624,10563,2023-06-12 16:00:00,FRDST,539
6624,10563,2023-06-12 16:00:00,SNKVM,156
6624,10563,2023-06-12 16:00:00,MGBRY,138
6625,10568,2023-06-12 16:00:00,FRDST,893
6625,10568,2023-06-12 16:00:00,SNKVM,451
6625,10568,2023-06-12 16:00:00,MGBRY,50
6626,10575,2023-06-12 16:00:00,FRDST,253
6626,10575,2023-06-12 16:00:00,SNKVM,1123
6626,10575,2023-06-12 16:00:00,MGBRY,1013
6627,10576,2023-06-13 14:00:00,FRDST,159
6627,10576,2023-06-13 14:00:00,SNKVM,916
6627,10576,2023-06-13 14:00:00,MGBRY,269
6628,10577,2023-06-13 14:00:00,FRDST,350
6628,10577,2023-06-13 14:00:00,SNKVM,94
6628,10577,2023-06-13 14:00:00,MGBRY,939
6629,10579,2023-06-13 14:00:00,FRDST,452
6629,10579,2023-06-13 14:00:00,SNKVM,720
6629,10579,2023-06-13 14:00:00,MGBRY,87
6630,10582,2023-06-13 14:00:00,FRDST,1147
6630,10582,2023-06-13 14:00:00,SNKVM,482
6630,10582,2023-06-13 14:00:00,MGBRY,608
6631,10583,2023-06-13 14:00:00,FRDST,963
6631,10583,2023-06-13 14:00:00,SNKVM,130
6631,10583,2023-06-13 14:00:00,MGBRY,473
6632,10586,2023-06-13 14:00:00,FRDST,618
6632,10586,2023-06-13 14:00:00,SNKVM,766
6632,10586,2023-06-13 14:00:00,MGBRY,721
6633,10588,2023-06-13 14:00:00,FRDST,131
6633,10588,2023-06-13 14:00:00,SNKVM,148
6633,10588,2023-06-13 14:00:00,MGBRY,1085
6634,10589,2023-06-13 14:00:00,FRDST,91
6634,10589,2023-06-13 14:00:00,SNKVM,1073
6634,10589,2023-06-13 14:00:00,MGBRY,53
6635,10591,2023-06-13 14:00:00,FRDST,440
6635,10591,2023-06-13 14:00:00,SNKVM,190
6635,10591,2023-06-13 14:00:00,MGBRY,336
6636,10595,2023-06-13 14:00:00,FRDST,828
6636,10595,2023-06-13 14:00:00,SNKVM,869
6636,10595,2023-06-13 14:00:00,MGBRY,884
6637,10596,2023-06-13 14:00:00,FRDST,901
6637,10596,2023-06-13 14:00:00,SNKVM,1030
6637,10596,2023-06-13 14:00:00,MGBRY,446
6638,10597,2023-06-13 14:00:00,FRDST,1038
6638,10597,2023-06-13 14:00:00,SNKVM,238
6638,10597,2023-06-13 14:00:00,MGBRY,122
6639,10598,2023-06-13 14:00:00,FRDST,50
6639,10598,2023-06-13 14:00:00,SNKVM,666
6639,10598,2023-06-13 14:00:00,MGBRY,989
6640,10600,2023-06-13 14:00:00,FRDST,842
6640,10600,2023-06-13 14:00:00,SNKVM,103
6640,10600,2023-06-13 14:00:00,MGBRY,821
6641,10603,2023-06-13 14:00:00,FRDST,1062
6641,10603,2023-06-13 14:00:00,SNKVM,1070
6641,10603,2023-06-13 14:00:00,MGBRY,612
6642,10605,2023-06-13 14:00:00,FRDST,1065
6642,10605,2023-06-13 14:00:00,SNKVM,120
6642,10605,2023-06-13 14:00:00,MGBRY,246
6643,10606,2023-06-13 14:00:00,FRDST,341
6643,10606,2023-06-13 14:00:00,SNKVM,96
6643,10606,2023-06-13 14:00:00,MGBRY,777
6644,10607,2023-06-13 14:00:00,FRDST,823
6644,10607,2023-06-13 14:00:00,SNKVM,337
6644,10607,2023-06-13 14:00:00,MGBRY,703
6645,10610,2023-06-13 14:00:00,FRDST,476
6645,10610,2023-06-13 14:00:00,SNKVM,1133
6645,10610,2023-06-13 14:00:00,MGBRY,153
6646,10617,2023-06-13 14:00:00,FRDST,485
6646,10617,2023-06-13 14:00:00,SNKVM,770
6646,10617,2023-06-13 14:00:00,MGBRY,963
6647,10619,2023-06-13 14:00:00,FRDST,1184
6647,10619,2023-06-13 14:00:00,SNKVM,714
6647,10619,2023-06-13 14:00:00,MGBRY,339
6648,10621,2023-06-13 14:00:00,FRDST,1174
6648,10621,2023-06-13 14:00:00,SNKVM,355
6648,10621,2023-06-13 14:00:00,MGBRY,584
6649,10622,2023-06-13 14:00:00,FRDST,1152
6649,10622,2023-06-13 14:00:00,SNKVM,903
6649,10622,2023-06-13 14:00:00,MGBRY,624
6650,10623,2023-06-13 14:00:00,FRDST,943
6650,10623,2023-06-13 14:00:00,SNKVM,209
6650,10623,2023-06-13 14:00:00,MGBRY,766
6651,10625,2023-06-13 14:00:00,FRDST,596
6651,10625,2023-06-13 14:00:00,SNKVM,334
6651,10625,2023-06-13 14:00:00,MGBRY,304
6652,10626,2023-06-13 14:00:00,FRDST,789
6652,10626,2023-06-13 14:00:00,SNKVM,871
6652,10626,2023-06-13 14:00:00,MGBRY,627
6653,10627,2023-06-13 14:00:00,FRDST,209
6653,10627,2023-06-13 14:00:00,SNKVM,326
6653,10627,2023-06-13 14:00:00,MGBRY,458
6654,10628,2023-06-13 14:00:00,FRDST,560
6654,10628,2023-06-13 14:00:00,SNKVM,1014
6654,10628,2023-06-13 14:00:00,MGBRY,879
6655,10629,2023-06-13 14:00:00,FRDST,641
6655,10629,2023-06-13 14:00:00,SNKVM,647
6655,10629,2023-06-13 14:00:00,MGBRY,520
6656,10636,2023-06-13 14:00:00,FRDST,144
6656,10636,2023-06-13 14:00:00,SNKVM,1000
6656,10636,2023-06-13 14:00:00,MGBRY,958
6657,10637,2023-06-13 14:00:00,FRDST,995
6657,10637,2023-06-13 14:00:00,SNKVM,527
6657,10637,2023-06-13 14:00:00,MGBRY,479
6658,10640,2023-06-13 14:00:00,FRDST,425
6658,10640,2023-06-13 14:00:00,SNKVM,564
6658,10640,2023-06-13 14:00:00,MGBRY,1050
6659,10641,2023-06-13 14:00:00,FRDST,1085
6659,10641,2023-06-13 14:00:00,SNKVM,470
6659,10641,2023-06-13 14:00:00,MGBRY,538
6660,10643,2023-06-13 14:00:00,FRDST,168
6660,10643,2023-06-13 14:00:00,SNKVM,1064
6660,10643,2023-06-13 14:00:00,MGBRY,843
6661,10646,2023-06-13 14:00:00,FRDST,82
6661,10646,2023-06-13 14:00:00,SNKVM,965
6661,10646,2023-06-13 14:00:00,MGBRY,406
6662,10649,2023-06-13 14:00:00,FRDST,702
6662,10649,2023-06-13 14:00:00,SNKVM,1110
6662,10649,2023-06-13 14:00:00,MGBRY,912
6663,10650,2023-06-13 14:00:00,FRDST,655
6663,10650,2023-06-13 14:00:00,SNKVM,528
6663,10650,2023-06-13 14:00:00,MGBRY,921
6664,10651,2023-06-13 14:00:00,FRDST,275
6664,10651,2023-06-13 14:00:00,SNKVM,852
6664,10651,2023-06-13 14:00:00,MGBRY,1195
6665,10652,2023-06-13 14:00:00,FRDST,1200
6665,10652,2023-06-13 14:00:00,SNKVM,874
6665,10652,2023-06-13 14:00:00,MGBRY,512
6666,10654,2023-06-13 14:00:00,FRDST,856
6666,10654,2023-06-13 14:00:00,SNKVM,1185
6666,10654,2023-06-13 14:00:00,MGBRY,846
6667,10657,2023-06-13 14:00:00,FRDST,931
6667,10657,2023-06-13 14:00:00,SNKVM,446
6667,10657,2023-06-13 14:00:00,MGBRY,403
6668,10660,2023-06-13 14:00:00,FRDST,368
6668,10660,2023-06-13 14:00:00,SNKVM,398
6668,10660,2023-06-13 14:00:00,MGBRY,993
6669,10663,2023-06-13 14:00:00,FRDST,98
6669,10663,2023-06-13 14:00:00,SNKVM,1136
6669,10663,2023-06-13 14:00:00,MGBRY,295
6670,10666,2023-06-13 14:00:00,FRDST,1141
6670,10666,2023-06-13 14:00:00,SNKVM,374
6670,10666,2023-06-13 14:00:00,MGBRY,785
6671,10667,2023-06-13 14:00:00,FRDST,216
6671,10667,2023-06-13 14:00:00,SNKVM,932
6671,10667,2023-06-13 14:00:00,MGBRY,500
6672,10668,2023-06-13 14:00:00,FRDST,385
6672,10668,2023-06-13 14:00:00,SNKVM,308
6672,10668,2023-06-13 14:00:00,MGBRY,278
6673,10669,2023-06-13 14:00:00,FRDST,1055
6673,10669,2023-06-13 14:00:00,SNKVM,705
6673,10669,2023-06-13 14:00:00,MGBRY,391
6674,10670,2023-06-13 14:00:00,FRDST,689
6674,10670,2023-06-13 14:00:00,SNKVM,1063
6674,10670,2023-06-13 14:00:00,MGBRY,904
6675,10676,2023-06-13 14:00:00,FRDST,669
6675,10676,2023-06-13 14:00:00,SNKVM,150
6675,10676,2023-06-13 14:00:00,MGBRY,740
6676,10678,2023-06-13 14:00:00,FRDST,993
6676,10678,2023-06-13 14:00:00,SNKVM,748
6676,10678,2023-06-13 14:00:00,MGBRY,489
6677,10679,2023-06-13 14:00:00,FRDST,223
6677,10679,2023-06-13 14:00:00,SNKVM,1176
6677,10679,2023-06-13 14:00:00,MGBRY,669
6678,10680,2023-06-13 14:00:00,FRDST,847
6678,10680,2023-06-13 14:00:00,SNKVM,91
6678,10680,2023-06-13 14:00:00,MGBRY,1156
6679,10685,2023-06-13 14:00:00,FRDST,1122
6679,10685,2023-06-13 14:00:00,SNKVM,925
6679,10685,2023-06-13 14:00:00,MGBRY,1189
6680,10687,2023-06-13 14:00:00,FRDST,330
6680,10687,2023-06-13 14:00:00,SNKVM,822
6680,10687,2023-06-13 14:00:00,MGBRY,1108
6681,10688,2023-06-13 14:00:00,FRDST,906
6681,10688,2023-06-13 14:00:00,SNKVM,145
6681,10688,2023-06-13 14:00:00,MGBRY,1161
6682,10690,2023-06-13 14:00:00,FRDST,596
6682,10690,2023-06-13 14:00:00,SNKVM,848
6682,10690,2023-06-13 14:00:00,MGBRY,213
6683,10691,2023-06-13 14:00:00,FRDST,429
6683,10691,2023-06-13 14:00:00,SNKVM,1197
6683,10691,2023-06-13 14:00:00,MGBRY,116
6684,10709,2023-06-13 14:00:00,FRDST,516
6684,10709,2023-06-13 14:00:00,SNKVM,722
6684,10709,2023-06-13 14:00:00,MGBRY,757
6685,10710,2023-06-13 14:00:00,FRDST,763
6685,10710,2023-06-13 14:00:00,SNKVM,694
6685,10710,2023-06-13 14:00:00,MGBRY,1134
6686,10713,2023-06-13 14:00:00,FRDST,165
6686,10713,2023-06-13 14:00:00,SNKVM,93
6686,10713,2023-06-13 14:00:00,MGBRY,618
6687,10716,2023-06-13 14:00:00,FRDST,559
6687,10716,2023-06-13 14:00:00,SNKVM,193
6687,10716,2023-06-13 14:00:00,MGBRY,817
6688,10717,2023-06-13 14:00:00,FRDST,893
