RESULTAT,SPECID,EXTID,ANALYSIS,VALUEPPM
2023-06-16 18:00:00,cwX6Ms,10296,ID03-MB,558
2023-06-16 18:00:00,2gulZb,10312,ID01-FD,168
2023-06-16 18:00:00,1qTDi0,10312,ID02-SV,577
2023-06-16 18:00:00,p90Wyd,10312,ID03-MB,803
2023-06-16 18:00:00,0rX5IY,10314,ID01-FD,147
2023-06-16 18:00:00,iDqAs0,10314,ID02-SV,321
2023-06-16 18:00:00,Wz2wc6,10314,ID03-MB,376
2023-06-16 18:00:00,a5U4YS,10315,ID01-FD,588
2023-06-16 18:00:00,8HbFZI,10315,ID02-SV,310
2023-06-16 18:00:00,MfeCTk,10315,ID03-MB,986
2023-06-16 18:00:00,Jdxzr2,10323,ID01-FD,888
2023-06-16 18:00:00,kGf5sB,10323,ID02-SV,949
2023-06-16 18:00:00,hGLEAC,10323,ID03-MB,884
2023-06-16 18:00:00,fZqrsa,10326,ID01-FD,186
2023-06-16 18:00:00,Ubqz1V,10326,ID02-SV,354
2023-06-16 18:00:00,IAdnyE,10326,ID03-MB,676
2023-06-16 18:00:00,efATZj,10327,ID01-FD,106
2023-06-16 18:00:00,qxudkC,10327,ID02-SV,614
2023-06-16 18:00:00,znjPib,10327,ID03-MB,241
2023-06-16 18:00:00,mzAseL,10331,ID01-FD,615
2023-06-16 18:00:00,BMTrnD,10331,ID02-SV,1016
2023-06-16 18:00:00,097MXQ,10331,ID03-MB,881
2023-06-16 18:00:00,E4Y7Vt,10336,ID01-FD,90
2023-06-16 18:00:00,nTGX1C,10336,ID02-SV,823
2023-06-16 18:00:00,140ARd,10336,ID03-MB,1005
2023-06-16 18:00:00,6tvihn,10338,ID01-FD,847
2023-06-16 18:00:00,6rCTRX,10338,ID02-SV,166
2023-06-16 18:00:00,zw9rWu,10338,ID03-MB,428
2023-06-16 18:00:00,p6THFr,10345,ID01-FD,887
2023-06-16 18:00:00,Jqckvn,10345,ID02-SV,1013
2023-06-16 18:00:00,NScHVF,10345,ID03-MB,1194
2023-06-16 18:00:00,tzhSIf,10346,ID01-FD,305
2023-06-16 18:00:00,Q8zwna,10346,ID02-SV,239
2023-06-16 18:00:00,53dLgt,10346,ID03-MB,234
2023-06-16 18:00:00,XcSyae,10348,ID01-FD,59
2023-06-16 18:00:00,hAGwQK,10348,ID02-SV,1064
2023-06-16 18:00:00,rcUq49,10348,ID03-MB,303
2023-06-16 18:00:00,d8ypIk,10349,ID01-FD,429
2023-06-16 18:00:00,F8mgVE,10349,ID02-SV,383
2023-06-16 18:00:00,GoInY3,10349,ID03-MB,163
2023-06-16 18:00:00,j7oO54,10351,ID01-FD,795
2023-06-16 18:00:00,2DkBw5,10351,ID02-SV,1010
2023-06-16 18:00:00,QxOWsr,10351,ID03-MB,530
2023-06-16 18:00:00,4e1TNv,10352,ID01-FD,67
2023-06-16 18:00:00,WbienB,10352,ID02-SV,884
2023-06-16 18:00:00,FPBJpm,10352,ID03-MB,571
2023-06-16 18:00:00,XnjIFL,10353,ID01-FD,437
2023-06-16 18:00:00,6rxL93,10353,ID02-SV,175
2023-06-16 18:00:00,NrGyYA,10353,ID03-MB,1188
2023-06-16 18:00:00,EuSTBP,10354,ID01-FD,405
2023-06-16 18:00:00,jrK1sw,10354,ID02-SV,1012
2023-06-16 18:00:00,ACbkgx,10354,ID03-MB,600
2023-06-16 18:00:00,KlP5xC,10355,ID01-FD,132
2023-06-16 18:00:00,wB7rOE,10355,ID02-SV,425
2023-06-16 18:00:00,fODdPR,10355,ID03-MB,947
2023-06-16 18:00:00,eGd8rl,10357,ID01-FD,679
2023-06-16 18:00:00,1OWU5f,10357,ID02-SV,997
2023-06-16 18:00:00,zTEFqh,10357,ID03-MB,940
2023-06-16 18:00:00,bcJBkI,10358,ID01-FD,177
2023-06-16 18:00:00,QcFBgv,10358,ID02-SV,109
2023-06-16 18:00:00,UWpSfO,10358,ID03-MB,1061
2023-06-16 18:00:00,2dF5Pa,10359,ID01-FD,141
2023-06-16 18:00:00,XVGtMU,10359,ID02-SV,338
2023-06-16 18:00:00,bKYAem,10359,ID03-MB,1035
2023-06-16 18:00:00,ma8kIo,10361,ID01-FD,384
2023-06-16 18:00:00,ZDiqhN,10361,ID02-SV,348
2023-06-16 18:00:00,Sb94yG,10361,ID03-MB,1165
2023-06-16 18:00:00,CqI0Di,10362,ID01-FD,724
2023-06-16 18:00:00,1UOCcA,10362,ID02-SV,248
2023-06-16 18:00:00,3CUFRt,10362,ID03-MB,444
2023-06-16 18:00:00,zs98bN,10364,ID01-FD,425
2023-06-16 18:00:00,esP4F3,10364,ID02-SV,424
2023-06-16 18:00:00,tTAEVn,10364,ID03-MB,962
2023-06-16 18:00:00,hHcXqY,10365,ID01-FD,600
2023-06-16 18:00:00,LiNEJV,10365,ID02-SV,618
2023-06-16 18:00:00,KWnkyN,10365,ID03-MB,1193
2023-06-16 18:00:00,u3WoXp,10366,ID01-FD,58
2023-06-16 18:00:00,QMSjb9,10366,ID02-SV,482
2023-06-16 18:00:00,Mv1KAd,10366,ID03-MB,1036
2023-06-16 18:00:00,t6SFhs,10369,ID01-FD,493
2023-06-16 18:00:00,da0GtB,10369,ID02-SV,864
2023-06-16 18:00:00,vFHBr6,10369,ID03-MB,771
2023-06-16 18:00:00,0eMUQp,10370,ID01-FD,690
2023-06-16 18:00:00,JI8L69,10370,ID02-SV,761
2023-06-16 18:00:00,FjNSTY,10370,ID03-MB,397
2023-06-16 18:00:00,x5BsnI,10371,ID01-FD,364
2023-06-16 18:00:00,ZgH1YM,10371,ID02-SV,509
2023-06-16 18:00:00,2BRsGW,10371,ID03-MB,806
2023-06-16 18:00:00,UQkzBp,10372,ID01-FD,1123
2023-06-16 18:00:00,9QD78p,10372,ID02-SV,85
2023-06-16 18:00:00,4Ibe69,10372,ID03-MB,906
2023-06-16 18:00:00,F8DyMw,10375,ID01-FD,933
2023-06-16 18:00:00,AyLxeM,10375,ID02-SV,995
2023-06-16 18:00:00,mHScW2,10375,ID03-MB,220
2023-06-16 18:00:00,Wo76tf,10376,ID01-FD,303
2023-06-16 18:00:00,LkvNE4,10376,ID02-SV,249
2023-06-16 18:00:00,fMXrgS,10376,ID03-MB,724
2023-06-16 18:00:00,8qgXR3,10377,ID01-FD,215
2023-06-16 18:00:00,mvptlb,10377,ID02-SV,234
2023-06-16 18:00:00,IL8Xmq,10377,ID03-MB,1075
2023-06-16 18:00:00,iudKak,10378,ID01-FD,346
2023-06-16 18:00:00,kUmR4X,10378,ID02-SV,665
2023-06-16 18:00:00,xvkgpU,10378,ID03-MB,191
2023-06-16 18:00:00,jblgde,10380,ID01-FD,895
2023-06-16 18:00:00,KBPrln,10380,ID02-SV,771
2023-06-16 18:00:00,msWf1v,10380,ID03-MB,989
2023-06-16 18:00:00,P8sLBU,10381,ID01-FD,62
2023-06-16 18:00:00,cPMZUO,10381,ID02-SV,761
2023-06-16 18:00:00,Du3X0G,10381,ID03-MB,365
2023-06-16 18:00:00,DUHv8B,10382,ID01-FD,919
2023-06-16 18:00:00,WEmeoQ,10382,ID02-SV,209
2023-06-16 18:00:00,k20j4G,10382,ID03-MB,1192
2023-06-16 18:00:00,dSV3Tz,10383,ID01-FD,215
2023-06-16 18:00:00,kf5X48,10383,ID02-SV,797
2023-06-16 18:00:00,5CTrMm,10383,ID03-MB,826
2023-06-16 18:00:00,Lr1U0A,10385,ID01-FD,241
2023-06-16 18:00:00,4NbPS2,10385,ID02-SV,735
2023-06-16 18:00:00,L3wCTH,10385,ID03-MB,1073
2023-06-16 18:00:00,QpuomK,10387,ID01-FD,1137
2023-06-16 18:00:00,mJUnZ9,10387,ID02-SV,963
2023-06-16 18:00:00,sox3ch,10387,ID03-MB,757
2023-06-16 18:00:00,9pbjBl,10391,ID01-FD,944
2023-06-16 18:00:00,SUlcgd,10391,ID02-SV,476
2023-06-16 18:00:00,Z3ql6x,10391,ID03-MB,1158
2023-06-16 18:00:00,o4EuKw,10392,ID01-FD,454
2023-06-16 18:00:00,6ysv1K,10392,ID02-SV,702
2023-06-16 18:00:00,vOAaf1,10392,ID03-MB,284
2023-06-16 18:00:00,m3RX9N,10393,ID01-FD,1150
2023-06-16 18:00:00,veTtys,10393,ID02-SV,1134
2023-06-16 18:00:00,cWQ3Zu,10393,ID03-MB,789
2023-06-16 18:00:00,lNZbnW,10394,ID01-FD,753
2023-06-16 18:00:00,ACMQxd,10394,ID02-SV,1052
2023-06-16 18:00:00,NoRyuV,10394,ID03-MB,1170
2023-06-16 18:00:00,r2s1c8,10397,ID01-FD,426
2023-06-16 18:00:00,YGPa5l,10397,ID02-SV,652
2023-06-16 18:00:00,Hg1mwo,10397,ID03-MB,172
2023-06-16 18:00:00,e1TmYP,10400,ID01-FD,828
2023-06-16 18:00:00,0KHhxW,10400,ID02-SV,997
2023-06-16 18:00:00,VSxbKf,10400,ID03-MB,1190
2023-06-16 18:00:00,UT5k1y,10401,ID01-FD,312
2023-06-16 18:00:00,K4cqe9,10401,ID02-SV,299
2023-06-16 18:00:00,i6UZah,10401,ID03-MB,1073
2023-06-16 18:00:00,gbRrdv,10403,ID01-FD,1152
2023-06-16 18:00:00,7auK6n,10403,ID02-SV,717
2023-06-16 18:00:00,1Tmtwp,10403,ID03-MB,77
2023-06-16 18:00:00,P9ZlOU,10404,ID01-FD,842
2023-06-16 18:00:00,HwR32o,10404,ID02-SV,449
2023-06-16 18:00:00,HPsIEY,10404,ID03-MB,267
2023-06-16 18:00:00,Oo9aiw,10405,ID01-FD,1071
2023-06-16 18:00:00,kDyfbX,10405,ID02-SV,662
2023-06-16 18:00:00,Q1IO8i,10405,ID03-MB,733
2023-06-16 18:00:00,eRaJW5,10408,ID01-FD,58
2023-06-16 18:00:00,ZMFWBi,10408,ID02-SV,836
2023-06-16 18:00:00,VwC6rP,10408,ID03-MB,768
2023-06-16 18:00:00,rM5YKl,10410,ID01-FD,197
2023-06-16 18:00:00,XuwnZl,10410,ID02-SV,1190
2023-06-16 18:00:00,8tlj2v,10410,ID03-MB,834
2023-06-16 18:00:00,zulInT,10413,ID01-FD,828
2023-06-16 18:00:00,zZTIMY,10413,ID02-SV,1188
2023-06-16 18:00:00,mjy2sz,10413,ID03-MB,271
2023-06-16 18:00:00,RB935V,10414,ID01-FD,711
2023-06-16 18:00:00,JSLuTq,10414,ID02-SV,679
2023-06-16 18:00:00,f3XOkS,10414,ID03-MB,542
2023-06-16 18:00:00,yq2LVT,10417,ID01-FD,528
2023-06-16 18:00:00,iTLnfv,10417,ID02-SV,85
2023-06-16 18:00:00,RngJhp,10417,ID03-MB,178
2023-06-16 18:00:00,7nWTz5,10418,ID01-FD,526
2023-06-16 18:00:00,rZSxHa,10418,ID02-SV,328
2023-06-16 18:00:00,8cTshy,10418,ID03-MB,407
2023-06-16 18:00:00,z1eBPh,10419,ID01-FD,66
2023-06-16 18:00:00,nxONuS,10419,ID02-SV,89
2023-06-16 18:00:00,LvkG1T,10419,ID03-MB,262
2023-06-16 18:00:00,FSBCy8,10420,ID01-FD,481
2023-06-16 18:00:00,Mn7qWU,10420,ID02-SV,986
2023-06-16 18:00:00,D01Yi9,10420,ID03-MB,179
2023-06-16 18:00:00,8eds6J,10421,ID01-FD,468
2023-06-16 18:00:00,btlrZs,10421,ID02-SV,569
2023-06-16 18:00:00,h6d7T5,10421,ID03-MB,165
2023-06-16 18:00:00,YD8uKv,10424,ID01-FD,310
2023-06-16 18:00:00,LPARs3,10424,ID02-SV,340
2023-06-16 18:00:00,syzMm0,10424,ID03-MB,171
2023-06-16 18:00:00,n0TVbW,10425,ID01-FD,963
2023-06-16 18:00:00,JgF21S,10425,ID02-SV,142
2023-06-16 18:00:00,O3d1ur,10425,ID03-MB,1118
2023-06-16 18:00:00,w5297g,10427,ID01-FD,443
2023-06-16 18:00:00,PUv2lN,10427,ID02-SV,140
2023-06-16 18:00:00,ChF76n,10427,ID03-MB,179
2023-06-16 18:00:00,ZqY6mE,10430,ID01-FD,740
2023-06-16 18:00:00,zlrWSf,10430,ID02-SV,906
2023-06-16 18:00:00,t5XiwS,10430,ID03-MB,58
2023-06-13 23:00:00,1oXOIW,10431,ID01-FD,629
2023-06-13 23:00:00,whvMic,10431,ID02-SV,519
2023-06-13 23:00:00,X9keKA,10431,ID03-MB,301
2023-06-13 23:00:00,baq2LH,10435,ID01-FD,102
2023-06-13 23:00:00,IsZcHO,10435,ID02-SV,392
2023-06-13 23:00:00,6EMPor,10435,ID03-MB,819
2023-06-13 23:00:00,jz5PVR,10437,ID01-FD,103
2023-06-13 23:00:00,HG1fyO,10437,ID02-SV,905
2023-06-13 23:00:00,9QcSro,10437,ID03-MB,952
2023-06-13 23:00:00,oauZJ6,10438,ID01-FD,229
2023-06-13 23:00:00,mBAjZ1,10438,ID02-SV,487
2023-06-13 23:00:00,D0oXBl,10438,ID03-MB,256
2023-06-13 23:00:00,yzcHCq,10439,ID01-FD,1163
2023-06-13 23:00:00,kPhvTY,10439,ID02-SV,489
2023-06-13 23:00:00,gt3sad,10439,ID03-MB,125
2023-06-13 23:00:00,blOcu6,10442,ID01-FD,811
2023-06-13 23:00:00,gGEYJb,10442,ID02-SV,216
2023-06-13 23:00:00,N2vDId,10442,ID03-MB,653
2023-06-13 23:00:00,mNZTKq,10444,ID01-FD,767
2023-06-13 23:00:00,Vp4qBk,10444,ID02-SV,634
2023-06-13 23:00:00,yliSfE,10444,ID03-MB,884
2023-06-13 23:00:00,p3OCNM,10446,ID01-FD,754
2023-06-13 23:00:00,QZvzKu,10446,ID02-SV,1111
2023-06-13 23:00:00,UZP9pO,10446,ID03-MB,1024
2023-06-13 23:00:00,gSnm80,10452,ID01-FD,213
2023-06-13 23:00:00,1epBah,10452,ID02-SV,123
2023-06-13 23:00:00,f9yluc,10452,ID03-MB,891
2023-06-13 23:00:00,XLKpqg,10453,ID01-FD,748
2023-06-13 23:00:00,3OjeYL,10453,ID02-SV,628
2023-06-13 23:00:00,XqTVGQ,10453,ID03-MB,684
2023-06-13 23:00:00,EVTNCB,10456,ID01-FD,1018
2023-06-13 23:00:00,mBcMkI,10456,ID02-SV,416
2023-06-13 23:00:00,JMQGB2,10456,ID03-MB,1019
2023-06-13 23:00:00,DRocXC,10457,ID01-FD,473
2023-06-13 23:00:00,1rTtkJ,10457,ID02-SV,596
2023-06-13 23:00:00,A9h5Z1,10457,ID03-MB,916
2023-06-13 23:00:00,VZYr4t,10458,ID01-FD,260
2023-06-13 23:00:00,k8cfop,10458,ID02-SV,298
2023-06-13 23:00:00,ZqWBpG,10458,ID03-MB,1082
2023-06-13 23:00:00,6yIbNf,10459,ID01-FD,419
2023-06-13 23:00:00,l0K19u,10459,ID02-SV,916
2023-06-13 23:00:00,kz4mdU,10459,ID03-MB,323
2023-06-13 23:00:00,IETAbw,10463,ID01-FD,423
2023-06-13 23:00:00,dnDpA9,10463,ID02-SV,321
2023-06-13 23:00:00,tPdeBZ,10463,ID03-MB,196
2023-06-13 23:00:00,yc1oux,10466,ID01-FD,1155
2023-06-13 23:00:00,qLE7eW,10466,ID02-SV,879
2023-06-13 23:00:00,aWeIEs,10466,ID03-MB,370
2023-06-13 23:00:00,4gKrNy,10467,ID01-FD,86
2023-06-13 23:00:00,eRKXEu,10467,ID02-SV,463
2023-06-13 23:00:00,NHtkp1,10467,ID03-MB,480
2023-06-13 23:00:00,SMpc3k,10468,ID01-FD,856
2023-06-13 23:00:00,xORn56,10468,ID02-SV,330
2023-06-13 23:00:00,zB3TMN,10468,ID03-MB,1166
2023-06-13 23:00:00,aCRiZB,10469,ID01-FD,427
2023-06-13 23:00:00,DHzTxS,10469,ID02-SV,281
2023-06-13 23:00:00,ladE6S,10469,ID03-MB,801
2023-06-13 23:00:00,ndg4SR,10470,ID01-FD,511
2023-06-13 23:00:00,7GlyJL,10470,ID02-SV,681
2023-06-13 23:00:00,g4wmo8,10470,ID03-MB,624
2023-06-13 23:00:00,Zq8EDR,10471,ID01-FD,178
2023-06-13 23:00:00,ThoFLp,10471,ID02-SV,1047
2023-06-13 23:00:00,2PAgT0,10471,ID03-MB,537
2023-06-13 23:00:00,S7WreH,10472,ID01-FD,423
2023-06-13 23:00:00,SX7vbM,10472,ID02-SV,754
2023-06-13 23:00:00,UZbxLK,10472,ID03-MB,236
2023-06-13 23:00:00,7HC2YB,10476,ID01-FD,384
2023-06-13 23:00:00,THRwWU,10476,ID02-SV,580
2023-06-13 23:00:00,MLzrPi,10476,ID03-MB,199
2023-06-13 23:00:00,eJwOMc,10477,ID01-FD,965
2023-06-13 23:00:00,Xr4lYS,10477,ID02-SV,266
2023-06-13 23:00:00,KMP8k7,10477,ID03-MB,971
2023-06-13 23:00:00,D7bu4n,10478,ID01-FD,323
2023-06-13 23:00:00,LVhwKZ,10478,ID02-SV,1037
2023-06-13 23:00:00,sSPFRi,10478,ID03-MB,208
2023-06-13 23:00:00,IKdYqw,10479,ID01-FD,395
2023-06-13 23:00:00,wLeWIm,10479,ID02-SV,956
2023-06-13 23:00:00,Ri1tuT,10479,ID03-MB,1128
2023-06-13 23:00:00,gyLZBI,10481,ID01-FD,689
2023-06-13 23:00:00,rDjI8M,10481,ID02-SV,225
2023-06-13 23:00:00,3lOebI,10481,ID03-MB,174
2023-06-13 23:00:00,zIAKlR,10482,ID01-FD,966
2023-06-13 23:00:00,ZsMamf,10482,ID02-SV,399
2023-06-13 23:00:00,dDFS5T,10482,ID03-MB,1128
2023-06-13 23:00:00,8kIpPz,10483,ID01-FD,184
2023-06-13 23:00:00,DwUlhy,10483,ID02-SV,1125
2023-06-13 23:00:00,DRgKIU,10483,ID03-MB,92
2023-06-13 23:00:00,ySQjx8,10485,ID01-FD,1095
2023-06-13 23:00:00,fgCePQ,10485,ID02-SV,132
2023-06-13 23:00:00,RehO4k,10485,ID03-MB,523
2023-06-13 23:00:00,G0nNVq,10487,ID01-FD,638
2023-06-13 23:00:00,ohp87M,10487,ID02-SV,187
2023-06-13 23:00:00,pQbcOu,10487,ID03-MB,474
2023-06-13 23:00:00,ISc4zX,10488,ID01-FD,78
2023-06-13 23:00:00,vdunzG,10488,ID02-SV,504
2023-06-13 23:00:00,0MCAiX,10488,ID03-MB,782
2023-06-13 23:00:00,Q3K4fk,10490,ID01-FD,586
2023-06-13 23:00:00,WRYit4,10490,ID02-SV,554
2023-06-13 23:00:00,uCNlGT,10490,ID03-MB,64
2023-06-13 23:00:00,n16gkC,10491,ID01-FD,891
2023-06-13 23:00:00,cfr7TE,10491,ID02-SV,482
2023-06-13 23:00:00,pflRen,10491,ID03-MB,1126
2023-06-13 23:00:00,vUJ0Ho,10492,ID01-FD,842
2023-06-13 23:00:00,4wyPKN,10492,ID02-SV,930
2023-06-13 23:00:00,e1gZiO,10492,ID03-MB,990
2023-06-13 23:00:00,Q0ucoH,10494,ID01-FD,945
2023-06-13 23:00:00,Ul8RDN,10494,ID02-SV,1021
2023-06-13 23:00:00,N8mBC9,10494,ID03-MB,595
2023-06-13 23:00:00,pjEmab,10495,ID01-FD,1009
2023-06-13 23:00:00,HxhTzi,10495,ID02-SV,1025
2023-06-13 23:00:00,Y9hezf,10495,ID03-MB,542
2023-06-13 23:00:00,VGD5gl,10498,ID01-FD,667
2023-06-13 23:00:00,OD02Jt,10498,ID02-SV,832
2023-06-13 23:00:00,QNEKeD,10498,ID03-MB,234
2023-06-13 23:00:00,ec8M4j,10500,ID01-FD,322
2023-06-13 23:00:00,r4PjBO,10500,ID02-SV,515
2023-06-13 23:00:00,pz8KjE,10500,ID03-MB,196
2023-06-13 23:00:00,JQXaN4,10502,ID01-FD,530
2023-06-13 23:00:00,nXxrZ2,10502,ID02-SV,567
2023-06-13 23:00:00,Dhz56M,10502,ID03-MB,679
2023-06-13 23:00:00,NPjhDY,10505,ID01-FD,429
2023-06-13 23:00:00,nMUlxE,10505,ID02-SV,682
2023-06-13 23:00:00,0GZpAd,10505,ID03-MB,671
2023-06-13 23:00:00,zPOyAQ,10506,ID01-FD,546
2023-06-13 23:00:00,JEDAo2,10506,ID02-SV,114
2023-06-13 23:00:00,1Ts7eO,10506,ID03-MB,1153
2023-06-13 23:00:00,VwAoNk,10511,ID01-FD,400
2023-06-13 23:00:00,GXxfK2,10511,ID02-SV,831
2023-06-13 23:00:00,gyNSY6,10511,ID03-MB,295
2023-06-13 23:00:00,svGDf7,10512,ID01-FD,701
2023-06-13 23:00:00,WRFV7q,10512,ID02-SV,1158
2023-06-13 23:00:00,RZiJ95,10512,ID03-MB,292
2023-06-13 23:00:00,DI51Rr,10513,ID01-FD,1144
2023-06-13 23:00:00,nWbv1Z,10513,ID02-SV,269
2023-06-13 23:00:00,NC2vR9,10513,ID03-MB,217
2023-06-13 23:00:00,sF8drN,10516,ID01-FD,337
2023-06-13 23:00:00,nCWHqc,10516,ID02-SV,514
2023-06-13 23:00:00,VNPfBh,10516,ID03-MB,867
2023-06-13 23:00:00,ZluEsM,10517,ID01-FD,830
2023-06-13 23:00:00,rqj8HN,10517,ID02-SV,335
2023-06-13 23:00:00,oYjpw0,10517,ID03-MB,783
2023-06-13 23:00:00,uRnbfU,10519,ID01-FD,131
2023-06-13 23:00:00,VRF65r,10519,ID02-SV,193
2023-06-13 23:00:00,wntCWH,10519,ID03-MB,342
2023-06-13 23:00:00,NdtkD6,10521,ID01-FD,796
2023-06-13 23:00:00,ZXHGF8,10521,ID02-SV,1168
2023-06-13 23:00:00,p6GYjR,10521,ID03-MB,448
2023-06-13 23:00:00,LnY6qs,10522,ID01-FD,889
2023-06-13 23:00:00,MBTR26,10522,ID02-SV,303
2023-06-13 23:00:00,QASOiC,10522,ID03-MB,221
2023-06-13 23:00:00,9FArCO,10525,ID01-FD,617
2023-06-13 23:00:00,INZWQ6,10525,ID02-SV,62
2023-06-13 23:00:00,rKv7Df,10525,ID03-MB,527
2023-06-13 23:00:00,teprkg,10526,ID01-FD,236
2023-06-13 23:00:00,tqIvUS,10526,ID02-SV,141
2023-06-13 23:00:00,iCWpHu,10526,ID03-MB,841
2023-06-13 23:00:00,G9KeNk,10527,ID01-FD,701
2023-06-13 23:00:00,oE2Zqe,10527,ID02-SV,1046
2023-06-13 23:00:00,evKhgT,10527,ID03-MB,444
2023-06-13 23:00:00,te7PBS,10528,ID01-FD,207
2023-06-13 23:00:00,bq9ENc,10528,ID02-SV,1081
2023-06-13 23:00:00,PKLbeM,10528,ID03-MB,614
2023-06-13 23:00:00,bG8xwz,10529,ID01-FD,1027
2023-06-13 23:00:00,vnA76P,10529,ID02-SV,243
2023-06-13 23:00:00,yfWRnx,10529,ID03-MB,278
2023-06-13 23:00:00,DnJlOV,10530,ID01-FD,74
2023-06-13 23:00:00,uc5S8Y,10530,ID02-SV,944
2023-06-13 23:00:00,7Y4Eep,10530,ID03-MB,62
2023-06-13 23:00:00,0QEZMu,10531,ID01-FD,291
2023-06-13 23:00:00,VwkAsC,10531,ID02-SV,1065
2023-06-13 23:00:00,qCU3jK,10531,ID03-MB,804
2023-06-13 23:00:00,6YiD1s,10532,ID01-FD,1078
2023-06-13 23:00:00,0bZD4u,10532,ID02-SV,1153
2023-06-13 23:00:00,ulKYTM,10532,ID03-MB,766
2023-06-13 23:00:00,WFuyqQ,10533,ID01-FD,744
2023-06-13 23:00:00,g6EXlR,10533,ID02-SV,287
2023-06-13 23:00:00,MGDXdA,10533,ID03-MB,239
2023-06-13 23:00:00,5819lb,10534,ID01-FD,1106
2023-06-13 23:00:00,f9aE8g,10534,ID02-SV,152
2023-06-13 23:00:00,8OVT1X,10534,ID03-MB,530
2023-06-13 23:00:00,YpyJlx,10535,ID01-FD,99
2023-06-13 23:00:00,0HG3p2,10535,ID02-SV,935
2023-06-13 23:00:00,0v83Cm,10535,ID03-MB,184
2023-06-13 23:00:00,KWLc7T,10541,ID01-FD,1052
2023-06-13 23:00:00,dzkhNJ,10541,ID02-SV,1156
2023-06-13 23:00:00,XplYMF,10541,ID03-MB,918
2023-06-13 23:00:00,nKcIYr,10542,ID01-FD,1077
2023-06-13 23:00:00,nwIgrs,10542,ID02-SV,843
2023-06-13 23:00:00,lWn8QS,10542,ID03-MB,901
2023-06-13 23:00:00,CWGuya,10544,ID01-FD,1164
2023-06-13 23:00:00,CsGPXD,10544,ID02-SV,205
2023-06-13 23:00:00,ePLUGA,10544,ID03-MB,1006
2023-06-13 23:00:00,92YKaV,10547,ID01-FD,162
2023-06-13 23:00:00,O1Atp2,10547,ID02-SV,320
2023-06-13 23:00:00,v4LA0S,10547,ID03-MB,638
2023-06-13 23:00:00,ec605S,10548,ID01-FD,1011
2023-06-13 23:00:00,Wl8Xq4,10548,ID02-SV,984
2023-06-13 23:00:00,NxjeSi,10548,ID03-MB,979
2023-06-13 23:00:00,gmzEKL,10551,ID01-FD,820
2023-06-13 23:00:00,edl5mK,10551,ID02-SV,493
2023-06-13 23:00:00,t5mJds,10551,ID03-MB,103
2023-06-13 23:00:00,h7QU1b,10553,ID01-FD,708
2023-06-13 23:00:00,q7BIog,10553,ID02-SV,1190
2023-06-13 23:00:00,jJvIMk,10553,ID03-MB,845
2023-06-13 23:00:00,BGbnWK,10555,ID01-FD,519
2023-06-13 23:00:00,CfWKuB,10555,ID02-SV,143
2023-06-13 23:00:00,OGNcY3,10555,ID03-MB,82
2023-06-13 23:00:00,wfXPOG,10556,ID01-FD,1006
2023-06-13 23:00:00,lCYFPT,10556,ID02-SV,590
2023-06-13 23:00:00,NyYSCo,10556,ID03-MB,781
2023-06-13 23:00:00,DKIzru,10558,ID01-FD,250
2023-06-13 23:00:00,oZCK8W,10558,ID02-SV,395
2023-06-13 23:00:00,2dVnUk,10558,ID03-MB,845
2023-06-13 23:00:00,z9FkVW,10560,ID01-FD,733
2023-06-13 23:00:00,tWUkHu,10560,ID02-SV,1174
2023-06-13 23:00:00,LHE4Ot,10560,ID03-MB,898
2023-06-13 23:00:00,4NVtFp,10562,ID01-FD,647
2023-06-13 23:00:00,ZTaQpb,10562,ID02-SV,1017
2023-06-13 23:00:00,1OFbs0,10562,ID03-MB,652
2023-06-13 23:00:00,cbzKGV,10564,ID01-FD,597
2023-06-13 23:00:00,FzPc35,10564,ID02-SV,1169
2023-06-13 23:00:00,6Ai1NZ,10564,ID03-MB,753
2023-06-13 23:00:00,SYUd6B,10565,ID01-FD,80
2023-06-13 23:00:00,AXjV61,10565,ID02-SV,1086
2023-06-13 23:00:00,r92WLF,10565,ID03-MB,951
2023-06-13 23:00:00,YO4kyn,10566,ID01-FD,834
2023-06-13 23:00:00,G5lpy6,10566,ID02-SV,1028
2023-06-13 23:00:00,WzxrYl,10566,ID03-MB,520
2023-06-13 23:00:00,lykWIi,10567,ID01-FD,329
2023-06-13 23:00:00,dNwOJo,10567,ID02-SV,322
2023-06-13 23:00:00,7Y5SxV,10567,ID03-MB,194
2023-06-13 23:00:00,2UvlVx,10569,ID01-FD,113
2023-06-13 23:00:00,HMyila,10569,ID02-SV,64
2023-06-13 23:00:00,FbiR5d,10569,ID03-MB,980
2023-06-13 23:00:00,UkLBn6,10570,ID01-FD,143
2023-06-13 23:00:00,YtLCMX,10570,ID02-SV,716
2023-06-13 23:00:00,EM0g6c,10570,ID03-MB,1156
2023-06-13 23:00:00,RaoC1Y,10571,ID01-FD,310
2023-06-13 23:00:00,TuSorU,10571,ID02-SV,1150
2023-06-13 23:00:00,XYp8sU,10571,ID03-MB,839
2023-06-13 23:00:00,giXGld,10572,ID01-FD,257
2023-06-13 23:00:00,KSFvVt,10572,ID02-SV,1017
2023-06-13 23:00:00,T1qmJU,10572,ID03-MB,753
2023-06-13 23:00:00,PcYvs1,10573,ID01-FD,947
2023-06-13 23:00:00,T7eDwt,10573,ID02-SV,837
2023-06-13 23:00:00,oCInru,10573,ID03-MB,148
